device_id,window_id,label,dC,dL,dP,dE,dF,dS,dT,cyc_per_us,lsu_per_cyc,cpi_per_cyc,exc_per_cyc,fold_per_cyc
1,68,0,15000009,7579,6649,4079,6745,0,100000,150.000092,0.000505,0.000443,0.000272,0.000450
1,69,0,14999991,6822,5248,4166,5830,0,100000,149.999908,0.000455,0.000350,0.000278,0.000389
1,70,0,15000000,7841,6049,4365,6452,0,100000,150.000000,0.000523,0.000403,0.000291,0.000430
1,71,0,15000000,7803,6490,4226,6321,0,100000,150.000000,0.000520,0.000433,0.000282,0.000421
1,72,0,15000007,7295,5078,4164,6484,0,100000,150.000076,0.000486,0.000339,0.000278,0.000432
1,73,0,14999993,7712,5561,4175,6667,0,100000,149.999924,0.000514,0.000371,0.000278,0.000444
1,74,0,15000000,7221,5871,4206,6268,0,100000,150.000000,0.000481,0.000391,0.000280,0.000418
1,75,0,15000008,6316,5885,4187,6663,0,100000,150.000076,0.000421,0.000392,0.000279,0.000444
1,76,0,14999992,7709,6717,4166,5504,0,100000,149.999924,0.000514,0.000448,0.000278,0.000367
1,77,0,15000000,6717,6243,4131,6084,0,100000,150.000000,0.000448,0.000416,0.000275,0.000406
1,78,0,15000000,7342,5182,4302,6812,0,100000,150.000000,0.000489,0.000345,0.000287,0.000454
1,79,0,15000000,7578,5653,4025,5841,0,100000,150.000000,0.000505,0.000377,0.000268,0.000389
1,80,0,15000000,8353,6220,4039,6791,0,100000,150.000000,0.000557,0.000415,0.000269,0.000453
1,81,0,15000000,8512,6362,4365,6916,0,100000,150.000000,0.000567,0.000424,0.000291,0.000461
1,82,0,15000007,6863,5743,4312,6433,0,100000,150.000076,0.000458,0.000383,0.000287,0.000429
1,83,0,14999993,7186,5329,4056,6017,0,100000,149.999924,0.000479,0.000355,0.000270,0.000401
1,84,0,15000000,7957,4613,4132,6291,0,100000,150.000000,0.000530,0.000308,0.000275,0.000419
1,85,0,15000000,7426,6031,4266,6196,0,100000,150.000000,0.000495,0.000402,0.000284,0.000413
1,86,0,15000011,7274,5600,4078,6501,0,100000,150.000107,0.000485,0.000373,0.000272,0.000433
1,87,0,14999989,7233,6390,4095,6392,0,100000,149.999893,0.000482,0.000426,0.000273,0.000426
1,88,0,15000000,7009,5632,4387,6241,0,100000,150.000000,0.000467,0.000375,0.000292,0.000416
1,89,0,15000002,7321,6279,4375,6649,0,100000,150.000015,0.000488,0.000419,0.000292,0.000443
1,90,0,14999998,6976,5728,4185,6550,0,100000,149.999985,0.000465,0.000382,0.000279,0.000437
1,91,0,15000000,7502,6445,4219,6292,0,100000,150.000000,0.000500,0.000430,0.000281,0.000419
1,92,0,15000000,6572,5956,4218,6487,0,100000,150.000000,0.000438,0.000397,0.000281,0.000432
1,93,0,15000000,6489,4839,4273,6015,0,100000,150.000000,0.000433,0.000323,0.000285,0.000401
1,94,0,15000000,7224,5346,4283,6567,0,100000,150.000000,0.000482,0.000356,0.000286,0.000438
1,95,0,15000000,7262,6234,4152,5834,0,100000,150.000000,0.000484,0.000416,0.000277,0.000389
1,96,0,15000000,7853,6812,4349,6033,0,100000,150.000000,0.000524,0.000454,0.000290,0.000402
1,97,0,15000001,7813,6137,4116,6180,0,100000,150.000015,0.000521,0.000409,0.000274,0.000412
1,98,0,14999999,7503,5246,3932,6657,0,100000,149.999985,0.000500,0.000350,0.000262,0.000444
1,99,0,15000000,6089,5853,4387,6260,0,100000,150.000000,0.000406,0.000390,0.000292,0.000417
1,100,0,15000010,8028,6727,4312,6278,0,100000,150.000107,0.000535,0.000448,0.000287,0.000419
1,101,0,14999990,8131,5351,4093,6235,0,100000,149.999893,0.000542,0.000357,0.000273,0.000416
1,102,0,15000000,7607,5513,4257,6715,0,100000,150.000000,0.000507,0.000368,0.000284,0.000448
1,103,0,15000000,8148,5276,4109,6487,0,100000,150.000000,0.000543,0.000352,0.000274,0.000432
1,104,0,15000014,7692,6630,4095,6595,0,100001,149.998642,0.000513,0.000442,0.000273,0.000440
1,105,0,14999986,8161,4781,4139,5402,0,99999,150.001358,0.000544,0.000319,0.000276,0.000360
1,106,0,15000000,8109,5477,4241,6712,0,100000,150.000000,0.000541,0.000365,0.000283,0.000447
1,107,0,15000000,7259,5829,4365,6374,0,100000,150.000000,0.000484,0.000389,0.000291,0.000425
1,108,0,15000000,7455,5690,4116,6027,0,100000,150.000000,0.000497,0.000379,0.000274,0.000402
1,109,0,15000000,7062,6053,4226,6744,0,100000,150.000000,0.000471,0.000404,0.000282,0.000450
1,110,0,15000000,7643,7424,4211,6404,0,100000,150.000000,0.000510,0.000495,0.000281,0.000427
1,111,0,15000014,8155,5989,4056,6256,0,100001,149.998642,0.000544,0.000399,0.000270,0.000417
1,112,0,14999986,6510,4979,4057,6450,0,99999,150.001358,0.000434,0.000332,0.000270,0.000430
1,113,0,15000000,7463,6500,4109,7179,0,100000,150.000000,0.000498,0.000433,0.000274,0.000479
1,114,0,15000000,7967,6034,4131,5665,0,100000,150.000000,0.000531,0.000402,0.000275,0.000378
1,115,0,15000005,6898,6733,4079,6326,0,100000,150.000046,0.000460,0.000449,0.000272,0.000422
1,116,0,14999995,7078,5300,4205,6915,0,100000,149.999954,0.000472,0.000353,0.000280,0.000461
1,117,0,15000000,7005,5681,4365,6300,0,100000,150.000000,0.000467,0.000379,0.000291,0.000420
1,118,0,15000001,8113,5204,4312,6718,0,100000,150.000015,0.000541,0.000347,0.000287,0.000448
1,119,0,14999999,8003,5960,4056,6063,0,100000,149.999985,0.000534,0.000397,0.000270,0.000404
1,120,0,15000000,8127,5800,4131,6679,0,100000,150.000000,0.000542,0.000387,0.000275,0.000445
1,121,0,15000000,8097,5480,4241,6022,0,100000,150.000000,0.000540,0.000365,0.000283,0.000401
1,122,0,15000002,7391,5555,4056,6292,0,100000,150.000015,0.000493,0.000370,0.000270,0.000419
1,123,0,14999998,7468,5518,4077,6343,0,100000,149.999985,0.000498,0.000368,0.000272,0.000423
1,124,0,15000000,7853,5712,4209,6293,0,100000,150.000000,0.000524,0.000381,0.000281,0.000420
1,125,0,15000000,7848,5723,4386,6300,0,100000,150.000000,0.000523,0.000382,0.000292,0.000420
1,126,0,15000000,7747,5956,4318,6708,0,100000,150.000000,0.000516,0.000397,0.000288,0.000447
1,127,0,15000000,8020,5596,4188,5939,0,100000,150.000000,0.000535,0.000373,0.000279,0.000396
1,128,0,15000000,7526,5834,4242,5709,0,100000,150.000000,0.000502,0.000389,0.000283,0.000381
1,129,0,15000012,6924,5080,4247,6104,0,100001,149.998627,0.000462,0.000339,0.000283,0.000407
1,130,0,14999989,6364,5469,4167,6272,0,99999,150.001389,0.000424,0.000365,0.000278,0.000418
1,131,0,14999999,6551,6548,4148,6371,0,100000,149.999985,0.000437,0.000437,0.000277,0.000425
1,132,0,15000000,6509,5061,4059,6047,0,100000,150.000000,0.000434,0.000337,0.000271,0.000403
1,133,0,15000001,6915,6568,4205,5729,0,100000,150.000015,0.000461,0.000438,0.000280,0.000382
1,134,0,14999999,8164,6010,3932,6638,0,100000,149.999985,0.000544,0.000401,0.000262,0.000443
1,135,0,15000000,7960,6804,4356,6305,0,100000,150.000000,0.000531,0.000454,0.000290,0.000420
1,136,0,15000010,6452,5367,4205,5775,0,100000,150.000107,0.000430,0.000358,0.000280,0.000385
1,137,0,14999990,8012,5091,4165,6839,0,100000,149.999893,0.000534,0.000339,0.000278,0.000456
1,138,0,15000000,6526,5808,4094,5669,0,100000,150.000000,0.000435,0.000387,0.000273,0.000378
1,139,0,15000000,6135,5758,4218,6667,0,100000,150.000000,0.000409,0.000384,0.000281,0.000444
1,140,0,15000003,6747,6244,4079,6522,0,100000,150.000031,0.000450,0.000416,0.000272,0.000435
1,141,0,14999997,6992,5761,4056,6260,0,100000,149.999969,0.000466,0.000384,0.000270,0.000417
1,142,0,15000000,7168,5797,4366,6591,0,100000,150.000000,0.000478,0.000386,0.000291,0.000439
