device_id,window_id,label,dC,dL,dP,dE,dF,dS,dT,cyc_per_us,lsu_per_cyc,cpi_per_cyc,exc_per_cyc,fold_per_cyc
1,143,0,15000000,6708,5100,4149,5978,0,100000,150.000000,0.000447,0.000340,0.000277,0.000399
1,144,0,15000006,5861,4667,4166,6587,0,100000,150.000061,0.000391,0.000311,0.000278,0.000439
1,145,0,14999994,6497,6380,4095,5770,0,100000,149.999939,0.000433,0.000425,0.000273,0.000385
1,146,0,15000000,7840,5240,4427,6640,0,100000,150.000000,0.000523,0.000349,0.000295,0.000443
1,147,0,15000002,7796,6150,4215,6699,0,100000,150.000015,0.000520,0.000410,0.000281,0.000447
1,148,0,14999998,7562,6917,4056,6013,0,100000,149.999985,0.000504,0.000461,0.000270,0.000401
1,149,0,15000000,6921,5926,4242,7028,0,100000,150.000000,0.000461,0.000395,0.000283,0.000469
1,150,0,15000000,6958,6018,4164,6865,0,100000,150.000000,0.000464,0.000401,0.000278,0.000458
1,151,0,15000000,7613,6708,4056,6275,0,100000,150.000000,0.000508,0.000447,0.000270,0.000418
1,152,0,15000000,8102,5846,4056,5758,0,100000,150.000000,0.000540,0.000390,0.000270,0.000384
1,153,0,15000000,7448,5170,4335,6540,0,100000,150.000000,0.000497,0.000345,0.000289,0.000436
1,154,0,15000000,7077,5127,4367,6347,0,100000,150.000000,0.000472,0.000342,0.000291,0.000423
1,155,0,15000015,6865,6566,4312,5850,0,100001,149.998657,0.000458,0.000438,0.000287,0.000390
1,156,0,14999985,7827,6127,4210,6661,0,99999,150.001343,0.000522,0.000408,0.000281,0.000444
1,157,0,15000000,7884,6361,4153,6022,0,100000,150.000000,0.000526,0.000424,0.000277,0.000401
1,158,0,15000000,6571,4663,4247,6434,0,100000,150.000000,0.000438,0.000311,0.000283,0.000429
1,159,0,15000000,6545,5912,4149,6038,0,100000,150.000000,0.000436,0.000394,0.000277,0.000403
1,160,0,15000000,7539,5420,4109,5972,0,100000,150.000000,0.000503,0.000361,0.000274,0.000398
1,161,0,15000000,7389,5363,4318,6482,0,100000,150.000000,0.000493,0.000358,0.000288,0.000432
1,162,0,15000000,7780,5406,4056,7032,0,100000,150.000000,0.000519,0.000360,0.000270,0.000469
1,163,0,15000000,7035,5292,4047,6170,0,100000,150.000000,0.000469,0.000353,0.000270,0.000411
1,164,0,15000000,6685,7245,4340,6203,0,100000,150.000000,0.000446,0.000483,0.000289,0.000414
1,165,0,15000000,6776,6058,4189,6169,0,100000,150.000000,0.000452,0.000404,0.000279,0.000411
1,166,0,15000000,7059,5706,4081,6589,0,100000,150.000000,0.000471,0.000380,0.000272,0.000439
1,167,0,15000000,6421,5876,4149,6570,0,100000,150.000000,0.000428,0.000392,0.000277,0.000438
1,168,0,15000000,6660,6818,4325,6713,0,100000,150.000000,0.000444,0.000455,0.000288,0.000448
1,169,0,15000014,7066,5907,4188,6772,0,100001,149.998642,0.000471,0.000394,0.000279,0.000451
1,170,0,14999986,6655,4936,4117,6305,0,99999,150.001358,0.000444,0.000329,0.000274,0.000420
1,171,0,15000000,7324,4902,4169,5646,0,100000,150.000000,0.000488,0.000327,0.000278,0.000376
1,172,0,15000000,7136,5622,4386,6497,0,100000,150.000000,0.000476,0.000375,0.000292,0.000433
1,173,0,15000005,6668,7397,4351,6670,0,100000,150.000046,0.000445,0.000493,0.000290,0.000445
1,174,0,14999995,7053,6407,4312,5331,0,100000,149.999954,0.000470,0.000427,0.000287,0.000355
1,175,0,15000000,6910,5907,4365,5467,0,100000,150.000000,0.000461,0.000394,0.000291,0.000364
1,176,0,15000002,7103,5668,4312,6370,0,100000,150.000015,0.000474,0.000378,0.000287,0.000425
1,177,0,14999998,6362,6365,4096,6282,0,100000,149.999985,0.000424,0.000424,0.000273,0.000419
1,178,0,15000000,7487,5469,4110,5888,0,100000,150.000000,0.000499,0.000365,0.000274,0.000393
1,179,0,15000000,7624,5475,4132,6810,0,100000,150.000000,0.000508,0.000365,0.000275,0.000454
1,180,0,15000000,6742,6721,4079,6387,0,100000,150.000000,0.000449,0.000448,0.000272,0.000426
1,181,0,15000000,6908,5903,4056,6269,0,100000,150.000000,0.000461,0.000394,0.000270,0.000418
1,182,0,15000000,6555,6625,4278,5851,0,100000,150.000000,0.000437,0.000442,0.000285,0.000390
1,183,0,15000000,7024,5964,4336,6682,0,100000,150.000000,0.000468,0.000398,0.000289,0.000445
1,184,0,15000000,7340,5993,4187,5995,0,100000,150.000000,0.000489,0.000400,0.000279,0.000400
1,185,0,15000000,6777,6132,4109,6168,0,100000,150.000000,0.000452,0.000409,0.000274,0.000411
1,186,0,15000000,6893,6052,4109,6071,0,100000,150.000000,0.000460,0.000403,0.000274,0.000405
1,187,0,15000006,7456,4883,4149,5677,0,100000,150.000061,0.000497,0.000326,0.000277,0.000378
1,188,0,14999994,7395,5417,4140,6179,0,100000,149.999939,0.000493,0.000361,0.000276,0.000412
1,189,0,15000000,7445,7167,4386,6212,0,100000,150.000000,0.000496,0.000478,0.000292,0.000414
1,190,0,15000000,6677,6190,4365,6009,0,100000,150.000000,0.000445,0.000413,0.000291,0.000401
1,191,0,15000000,6191,6551,4319,6479,0,100000,150.000000,0.000413,0.000437,0.000288,0.000432
1,192,0,15000000,6866,5509,4312,6381,0,100000,150.000000,0.000458,0.000367,0.000287,0.000425
1,193,0,15000000,7405,4861,4279,6002,0,100000,150.000000,0.000494,0.000324,0.000285,0.000400
1,194,0,15000000,6696,5133,4155,6846,0,100000,150.000000,0.000446,0.000342,0.000277,0.000456
1,195,0,15000000,6521,5695,4056,5949,0,100000,150.000000,0.000435,0.000380,0.000270,0.000397
1,196,0,15000000,6924,6176,4109,6220,0,100000,150.000000,0.000462,0.000412,0.000274,0.000415
1,197,0,15000000,6409,6670,4109,6135,0,100000,150.000000,0.000427,0.000445,0.000274,0.000409
1,198,0,15000006,6558,6977,4056,5975,0,100000,150.000061,0.000437,0.000465,0.000270,0.000398
1,199,0,14999994,5841,6639,4056,6241,0,100000,149.999939,0.000389,0.000443,0.000270,0.000416
1,200,0,15000000,7583,5933,4365,6264,0,100000,150.000000,0.000506,0.000396,0.000291,0.000418
1,201,0,15000000,7247,5433,4258,6553,0,100000,150.000000,0.000483,0.000362,0.000284,0.000437
1,202,0,15000000,7013,5072,4077,7122,0,100000,150.000000,0.000468,0.000338,0.000272,0.000475
1,203,0,15000000,7846,5968,4219,6844,0,100000,150.000000,0.000523,0.000398,0.000281,0.000456
1,204,0,15000000,6434,5822,4131,6123,0,100000,150.000000,0.000429,0.000388,0.000275,0.000408
1,205,0,15000001,6371,5399,4208,6780,0,100000,150.000015,0.000425,0.000360,0.000281,0.000452
1,206,0,14999999,7330,6055,4155,5941,0,100000,149.999985,0.000489,0.000404,0.000277,0.000396
1,207,0,15000000,7437,4920,4365,6601,0,100000,150.000000,0.000496,0.000328,0.000291,0.000440
1,208,0,15000000,6541,6125,4365,5804,0,100000,150.000000,0.000436,0.000408,0.000291,0.000387
1,209,0,15000006,6617,6370,4334,6366,0,100000,150.000061,0.000441,0.000425,0.000289,0.000424
1,210,0,14999994,7408,6057,4166,6078,0,100000,149.999939,0.000494,0.000404,0.000278,0.000405
1,211,0,15000000,7872,5897,4427,6088,0,100000,150.000000,0.000525,0.000393,0.000295,0.000406
1,212,0,15000012,5996,5542,4271,5999,0,100001,149.998627,0.000400,0.000369,0.000285,0.000400
1,213,0,14999988,7675,6294,4120,6409,0,99999,150.001373,0.000512,0.000420,0.000275,0.000427
1,214,0,15000000,6923,5725,4109,5757,0,100000,150.000000,0.000462,0.000382,0.000274,0.000384
1,215,0,15000000,7458,6288,4132,6055,0,100000,150.000000,0.000497,0.000419,0.000275,0.000404
1,216,0,15000000,7288,6163,4119,6015,0,100000,150.000000,0.000486,0.000411,0.000275,0.000401
1,217,0,15000000,7855,5899,4136,5866,0,100000,150.000000,0.000524,0.000393,0.000276,0.000391
1,218,0,15000000,7579,5753,4214,6843,0,100000,150.000000,0.000505,0.000384,0.000281,0.000456
1,219,0,15000000,6753,7016,4312,5850,0,100000,150.000000,0.000450,0.000468,0.000287,0.000390
1,220,0,15000000,6760,6706,4024,6022,0,100000,150.000000,0.000451,0.000447,0.000268,0.000401
1,221,0,15000000,6901,5244,4242,6320,0,100000,150.000000,0.000460,0.000350,0.000283,0.000421
1,222,0,15000000,7846,5994,4151,6381,0,100000,150.000000,0.000523,0.000400,0.000277,0.000425
1,223,0,15000001,6704,5507,4249,6278,0,100000,150.000015,0.000447,0.000367,0.000283,0.000419
1,224,0,14999999,6957,5454,4166,6191,0,100000,149.999985,0.000464,0.000364,0.000278,0.000413
1,225,0,15000000,7093,6608,4134,6500,0,100000,150.000000,0.000473,0.000441,0.000276,0.000433
1,226,0,15000000,7987,6288,4109,6463,0,100000,150.000000,0.000532,0.000419,0.000274,0.000431
1,227,0,15000000,7442,6049,4117,6066,0,100000,150.000000,0.000496,0.000403,0.000274,0.000404
1,228,0,15000000,6564,6269,4027,6275,0,100000,150.000000,0.000438,0.000418,0.000268,0.000418
1,229,0,15000000,7860,6226,4458,6518,0,100000,150.000000,0.000524,0.000415,0.000297,0.000435
1,230,0,15000002,6674,6500,4156,6536,0,100000,150.000015,0.000445,0.000433,0.000277,0.000436
1,231,0,14999998,7385,6299,4095,5994,0,100000,149.999985,0.000492,0.000420,0.000273,0.000400
1,232,0,15000000,8191,5762,4110,6265,0,100000,150.000000,0.000546,0.000384,0.000274,0.000418
1,233,0,15000000,7018,6576,4243,6148,0,100000,150.000000,0.000468,0.000438,0.000283,0.000410
1,234,0,15000001,7505,5613,4095,5559,0,100000,150.000015,0.000500,0.000374,0.000273,0.000371
1,235,0,14999999,8305,5900,4085,6628,0,100000,149.999985,0.000554,0.000393,0.000272,0.000442
1,236,0,15000000,7433,6165,4240,6528,0,100000,150.000000,0.000496,0.000411,0.000283,0.000435
1,237,0,15000000,7249,6640,4262,6125,0,100000,150.000000,0.000483,0.000443,0.000284,0.000408
1,238,0,15000000,6288,6268,4374,6146,0,100000,150.000000,0.000419,0.000418,0.000292,0.000410
1,239,0,15000000,7151,5856,4201,6346,0,100000,150.000000,0.000477,0.000390,0.000280,0.000423
1,240,0,15000000,7441,5790,4208,6570,0,100000,150.000000,0.000496,0.000386,0.000281,0.000438
1,241,0,15000009,6141,6085,4095,6340,0,100000,150.000092,0.000409,0.000406,0.000273,0.000423
1,242,0,14999991,6645,4181,4056,6412,0,100000,149.999908,0.000443,0.000279,0.000270,0.000427
1,243,0,15000000,7171,5418,4217,6331,0,100000,150.000000,0.000478,0.000361,0.000281,0.000422
1,244,0,15000000,7728,6036,4109,5874,0,100000,150.000000,0.000515,0.000402,0.000274,0.000392
1,245,0,15000005,7238,5644,4056,6777,0,100000,150.000046,0.000483,0.000376,0.000270,0.000452
1,246,0,14999995,7744,5492,4118,7170,0,100000,149.999954,0.000516,0.000366,0.000275,0.000478
1,247,0,15000000,7759,6135,4427,6301,0,100000,150.000000,0.000517,0.000409,0.000295,0.000420
1,248,0,15000000,7085,5944,4334,6543,0,100000,150.000000,0.000472,0.000396,0.000289,0.000436
1,249,0,15000000,7875,5858,4056,6134,0,100000,150.000000,0.000525,0.000391,0.000270,0.000409
1,250,0,15000000,8016,4438,4094,6809,0,100000,150.000000,0.000534,0.000296,0.000273,0.000454
1,251,0,15000000,7224,5808,4257,5605,0,100000,150.000000,0.000482,0.000387,0.000284,0.000374
1,252,0,15000000,6327,6706,4275,6530,0,100000,150.000000,0.000422,0.000447,0.000285,0.000435
1,253,0,15000000,7274,6004,4078,6524,0,100000,150.000000,0.000485,0.000400,0.000272,0.000435
1,254,0,15000000,8060,5151,4204,6231,0,100000,150.000000,0.000537,0.000343,0.000280,0.000415
1,255,0,15000000,7436,5660,4426,5550,0,100000,150.000000,0.000496,0.000377,0.000295,0.000370
1,256,0,15000000,7063,5445,4157,6232,0,100000,150.000000,0.000471,0.000363,0.000277,0.000415
1,257,0,15000000,8493,5816,4171,6837,0,100000,150.000000,0.000566,0.000388,0.000278,0.000456
1,258,0,15000000,6844,7048,4109,5542,0,100000,150.000000,0.000456,0.000470,0.000274,0.000369
1,259,0,15000000,7455,6282,4066,6107,0,100000,150.000000,0.000497,0.000419,0.000271,0.000407
1,260,0,15000000,8107,5710,4095,6227,0,100000,150.000000,0.000540,0.000381,0.000273,0.000415
1,261,0,15000000,7416,6178,4388,5874,0,100000,150.000000,0.000494,0.000412,0.000293,0.000392
1,262,0,15000000,8044,6217,4365,6183,0,100000,150.000000,0.000536,0.000414,0.000291,0.000412
1,263,0,15000003,7437,5281,4166,6181,0,100000,150.000031,0.000496,0.000352,0.000278,0.000412
1,264,0,14999997,8521,5660,4337,6218,0,100000,149.999969,0.000568,0.000377,0.000289,0.000415
1,265,0,15000000,7869,6169,4351,6570,0,100000,150.000000,0.000525,0.000411,0.000290,0.000438
1,266,0,15000000,6373,5001,4312,6334,0,100000,150.000000,0.000425,0.000333,0.000287,0.000422
1,267,0,15000000,6818,6287,4056,6000,0,100000,150.000000,0.000455,0.000419,0.000270,0.000400
1,268,0,15000000,6496,5912,4109,6622,0,100000,150.000000,0.000433,0.000394,0.000274,0.000441
1,269,0,15000000,6861,6172,4232,6227,0,100000,150.000000,0.000457,0.000411,0.000282,0.000415
1,270,0,15000000,7494,5495,4070,6271,0,100000,150.000000,0.000500,0.000366,0.000271,0.000418
1,271,0,15000000,7206,5672,4048,6669,0,100000,150.000000,0.000480,0.000378,0.000270,0.000445
1,272,0,15000000,7853,5578,4386,6730,0,100000,150.000000,0.000524,0.000372,0.000292,0.000449
1,273,0,15000000,6594,5526,4442,6780,0,100000,150.000000,0.000440,0.000368,0.000296,0.000452
1,274,0,15000000,6708,5855,4146,6354,0,100000,150.000000,0.000447,0.000390,0.000276,0.000424
1,275,0,15000000,7209,6516,4232,6755,0,100000,150.000000,0.000481,0.000434,0.000282,0.000450
1,276,0,15000000,6519,5863,4110,6732,0,100000,150.000000,0.000435,0.000391,0.000274,0.000449
1,277,0,15000001,7412,5919,4096,7075,0,100000,150.000015,0.000494,0.000395,0.000273,0.000472
1,278,0,14999999,8140,4680,4056,6505,0,100000,149.999985,0.000543,0.000312,0.000270,0.000434
1,279,0,15000000,6979,5990,4319,6225,0,100000,150.000000,0.000465,0.000399,0.000288,0.000415
1,280,0,15000000,6580,5687,4365,6646,0,100000,150.000000,0.000439,0.000379,0.000291,0.000443
1,281,0,15000015,6806,5313,4172,7145,0,100001,149.998657,0.000454,0.000354,0.000278,0.000476
1,282,0,14999985,7550,5331,4078,5886,0,99999,150.001343,0.000503,0.000355,0.000272,0.000392
1,283,0,15000000,7278,5280,4282,6341,0,100000,150.000000,0.000485,0.000352,0.000285,0.000423
1,284,0,15000000,5936,5225,4236,6057,0,100000,150.000000,0.000396,0.000348,0.000282,0.000404
1,285,0,15000000,6955,5571,4096,6073,0,100000,150.000000,0.000464,0.000371,0.000273,0.000405
1,286,0,15000000,7924,6203,4202,6221,0,100000,150.000000,0.000528,0.000414,0.000280,0.000415
1,287,0,15000000,7918,6597,4194,6342,0,100000,150.000000,0.000528,0.000440,0.000280,0.000423
1,288,0,15000013,7020,5142,4095,5751,0,100001,149.998627,0.000468,0.000343,0.000273,0.000383
1,289,0,14999987,6622,6215,4117,6284,0,99999,150.001373,0.000441,0.000414,0.000274,0.000419
1,290,0,15000000,6123,6543,4387,6016,0,100000,150.000000,0.000408,0.000436,0.000292,0.000401
1,291,0,15000003,6838,6166,4333,6450,0,100000,150.000031,0.000456,0.000411,0.000289,0.000430
1,292,0,14999997,7221,6325,4057,6912,0,100000,149.999969,0.000481,0.000422,0.000270,0.000461
1,293,0,15000000,7662,6334,4123,6035,0,100000,150.000000,0.000511,0.000422,0.000275,0.000402
1,294,0,15000000,7980,5511,4132,6439,0,100000,150.000000,0.000532,0.000367,0.000275,0.000429
1,295,0,15000001,7376,7080,4205,7425,0,100000,150.000015,0.000492,0.000472,0.000280,0.000495
1,296,0,14999999,7811,5390,4056,6498,0,100000,149.999985,0.000521,0.000359,0.000270,0.000433
1,297,0,15000000,7408,5889,4201,6472,0,100000,150.000000,0.000494,0.000393,0.000280,0.000431
1,298,0,15000000,7229,6891,4109,5073,0,100000,150.000000,0.000482,0.000459,0.000274,0.000338
1,299,0,15000002,6946,6076,4118,6236,0,100000,150.000015,0.000463,0.000405,0.000275,0.000416
1,300,1,14999998,6533,7021,2821,6773,0,100000,149.999985,0.000436,0.000468,0.000188,0.000452
1,301,1,15000000,5809,6669,2920,6614,0,100000,150.000000,0.000387,0.000445,0.000195,0.000441
1,302,1,15000000,7014,7006,2756,5028,0,100000,150.000000,0.000468,0.000467,0.000184,0.000335
1,303,1,15000000,6529,5602,2882,6068,0,100000,150.000000,0.000435,0.000373,0.000192,0.000405
1,304,1,15000000,6661,6496,2664,6644,0,100000,150.000000,0.000444,0.000433,0.000178,0.000443
1,305,1,15000000,6609,6339,2757,6735,0,100000,150.000000,0.000441,0.000423,0.000184,0.000449
1,306,1,15000000,5789,6450,2726,5846,0,100000,150.000000,0.000386,0.000430,0.000182,0.000390
1,307,1,15000000,5610,6314,2963,6579,0,100000,150.000000,0.000374,0.000421,0.000198,0.000439
1,308,1,15000000,6120,6315,2664,6627,0,100000,150.000000,0.000408,0.000421,0.000178,0.000442
1,309,1,15000000,7279,6101,2673,5652,0,100000,150.000000,0.000485,0.000407,0.000178,0.000377
1,310,1,15000000,6546,6657,2909,6050,0,100000,150.000000,0.000436,0.000444,0.000194,0.000403
1,311,1,15000000,5744,6538,2984,6424,0,100000,150.000000,0.000383,0.000436,0.000199,0.000428
1,312,1,15000000,6929,5666,2817,5870,0,100000,150.000000,0.000462,0.000378,0.000188,0.000391
1,313,1,15000000,5760,5905,2945,5384,0,100000,150.000000,0.000384,0.000394,0.000196,0.000359
1,314,1,15000000,6414,6898,2976,6538,0,100000,150.000000,0.000428,0.000460,0.000198,0.000436
1,315,1,15000000,6319,6693,2795,5609,0,100000,150.000000,0.000421,0.000446,0.000186,0.000374
1,316,1,15000000,6373,6034,2775,5275,0,100000,150.000000,0.000425,0.000402,0.000185,0.000352
1,317,1,15000000,6166,6050,2779,6497,0,100000,150.000000,0.000411,0.000403,0.000185,0.000433
1,318,1,15000000,6714,6915,2785,5914,0,100000,150.000000,0.000448,0.000461,0.000186,0.000394
1,319,1,15000000,6445,6618,2742,4624,0,100000,150.000000,0.000430,0.000441,0.000183,0.000308
1,320,1,15000000,5984,7899,2679,6600,0,100000,150.000000,0.000399,0.000527,0.000179,0.000440
1,321,1,15000000,6457,5608,2705,6190,0,100000,150.000000,0.000430,0.000374,0.000180,0.000413
1,322,1,15000000,7126,6622,2664,4824,0,100000,150.000000,0.000475,0.000441,0.000178,0.000322
1,323,1,15000000,6707,6808,2920,6855,0,100000,150.000000,0.000447,0.000454,0.000195,0.000457
1,324,1,15000000,6104,6549,2921,6774,0,100000,150.000000,0.000407,0.000437,0.000195,0.000452
1,325,1,15000000,6177,7383,2686,5586,0,100000,150.000000,0.000412,0.000492,0.000179,0.000372
1,326,1,15000001,6607,6362,2742,5434,0,100000,150.000015,0.000440,0.000424,0.000183,0.000362
1,327,1,14999999,6563,6672,2804,6784,0,100000,149.999985,0.000438,0.000445,0.000187,0.000452
1,328,1,15000000,5988,6740,2778,5396,0,100000,150.000000,0.000399,0.000449,0.000185,0.000360
1,329,1,15000000,6207,6100,2943,5194,0,100000,150.000000,0.000414,0.000407,0.000196,0.000346
1,330,1,15000000,6697,7174,2902,6487,0,100000,150.000000,0.000446,0.000478,0.000193,0.000432
1,331,1,15000000,6485,6523,2766,6375,0,100000,150.000000,0.000432,0.000435,0.000184,0.000425
1,332,1,15000000,6010,7067,2876,5816,0,100000,150.000000,0.000401,0.000471,0.000192,0.000388
1,333,1,15000000,6683,7660,2782,6411,0,100000,150.000000,0.000446,0.000511,0.000185,0.000427
1,334,1,15000000,6632,5695,2806,6552,0,100000,150.000000,0.000442,0.000380,0.000187,0.000437
1,335,1,15000000,6843,6673,2845,5095,0,100000,150.000000,0.000456,0.000445,0.000190,0.000340
1,336,1,15000000,6791,6094,2833,5890,0,100000,150.000000,0.000453,0.000406,0.000189,0.000393
1,337,1,15000000,5822,6644,2763,6553,0,100000,150.000000,0.000388,0.000443,0.000184,0.000437
1,338,1,15000000,5982,6937,2843,4915,0,100000,150.000000,0.000399,0.000462,0.000190,0.000328
1,339,1,15000000,6048,6405,2742,6204,0,100000,150.000000,0.000403,0.000427,0.000183,0.000414
1,340,1,15000000,5453,6245,2818,6513,0,100000,150.000000,0.000364,0.000416,0.000188,0.000434
1,341,1,15000000,6471,5988,2656,6061,0,100000,150.000000,0.000431,0.000399,0.000177,0.000404
1,342,1,15000000,5740,6036,2659,5716,0,100000,150.000000,0.000383,0.000402,0.000177,0.000381
1,343,1,15000000,5908,6876,2725,6776,0,100000,150.000000,0.000394,0.000458,0.000182,0.000452
1,344,1,15000000,6690,6412,2795,6441,0,100000,150.000000,0.000446,0.000427,0.000186,0.000429
1,345,1,15000000,6781,6815,2687,4857,0,100000,150.000000,0.000452,0.000454,0.000179,0.000324
1,346,1,15000000,6820,7346,2783,5852,0,100000,150.000000,0.000455,0.000490,0.000186,0.000390
1,347,1,15000000,6464,6355,2705,6744,0,100000,150.000000,0.000431,0.000424,0.000180,0.000450
1,348,1,15000000,6958,6825,2665,5472,0,100000,150.000000,0.000464,0.000455,0.000178,0.000365
1,349,1,15000000,6578,6921,2999,5875,0,100000,150.000000,0.000439,0.000461,0.000200,0.000392
1,350,1,15000000,6248,6275,2920,6575,0,100000,150.000000,0.000417,0.000418,0.000195,0.000438
1,351,1,15000000,6040,7161,2787,5792,0,100000,150.000000,0.000403,0.000477,0.000186,0.000386
1,352,1,15000000,6443,5184,2795,5758,0,100000,150.000000,0.000430,0.000346,0.000186,0.000384
1,353,1,15000000,5941,6427,2944,7040,0,100000,150.000000,0.000396,0.000428,0.000196,0.000469
1,354,1,15000000,6745,6892,2804,6642,0,100000,150.000000,0.000450,0.000459,0.000187,0.000443
1,355,1,15000000,5924,5675,2726,6066,0,100000,150.000000,0.000395,0.000378,0.000182,0.000404
1,356,1,15000000,5740,6514,2963,6366,0,100000,150.000000,0.000383,0.000434,0.000198,0.000424
1,357,1,15000000,6703,6527,2831,6145,0,100000,150.000000,0.000447,0.000435,0.000189,0.000410
1,358,1,15000000,6557,7125,2687,4722,0,100000,150.000000,0.000437,0.000475,0.000179,0.000315
1,359,1,15000000,6866,6432,2780,6055,0,100000,150.000000,0.000458,0.000429,0.000185,0.000404
1,360,1,15000000,6435,6455,2717,6412,0,100000,150.000000,0.000429,0.000430,0.000181,0.000427
1,361,1,15000000,6207,7230,2853,5013,0,100000,150.000000,0.000414,0.000482,0.000190,0.000334
1,362,1,15000000,5540,6108,2881,5582,0,100000,150.000000,0.000369,0.000407,0.000192,0.000372
1,363,1,15000000,6628,6909,2795,6857,0,100000,150.000000,0.000442,0.000461,0.000186,0.000457
1,364,1,15000000,6318,6535,2632,5503,0,100000,150.000000,0.000421,0.000436,0.000175,0.000367
1,365,1,15000000,6130,6915,2781,5483,0,100000,150.000000,0.000409,0.000461,0.000185,0.000366
1,366,1,15000000,7210,6320,2846,6884,0,100000,150.000000,0.000481,0.000421,0.000190,0.000459
1,367,1,15000000,7104,6615,2668,5370,0,100000,150.000000,0.000474,0.000441,0.000178,0.000358
1,368,1,15000000,6059,6968,2758,5462,0,100000,150.000000,0.000404,0.000465,0.000184,0.000364
1,369,1,15000000,6409,5988,2705,6671,0,100000,150.000000,0.000427,0.000399,0.000180,0.000445
1,370,1,15000000,7000,6429,2887,6528,0,100000,150.000000,0.000467,0.000429,0.000192,0.000435
1,371,1,15000000,6139,6286,2687,5815,0,100000,150.000000,0.000409,0.000419,0.000179,0.000388
1,372,1,15000000,6898,6633,2943,6589,0,100000,150.000000,0.000460,0.000442,0.000196,0.000439
1,373,1,15000000,6580,6227,2646,6281,0,100000,150.000000,0.000439,0.000415,0.000176,0.000419
1,374,1,15000000,5795,6441,2797,5931,0,100000,150.000000,0.000386,0.000429,0.000186,0.000395
1,375,1,15000000,6145,6167,2985,6420,0,100000,150.000000,0.000410,0.000411,0.000199,0.000428
1,376,1,15000000,6422,6192,2870,6018,0,100000,150.000000,0.000428,0.000413,0.000191,0.000401
1,377,1,15000000,7134,6732,2623,4868,0,100000,150.000000,0.000476,0.000449,0.000175,0.000325
1,378,1,15000000,5961,6370,2955,5942,0,100000,150.000000,0.000397,0.000425,0.000197,0.000396
1,379,1,15000000,5886,6736,2904,6504,0,100000,150.000000,0.000392,0.000449,0.000194,0.000434
1,380,1,15000000,5630,6458,2888,6205,0,100000,150.000000,0.000375,0.000431,0.000193,0.000414
1,381,1,15000000,5849,6432,2792,5579,0,100000,150.000000,0.000390,0.000429,0.000186,0.000372
1,382,1,15000000,6173,6914,2688,7099,0,100000,150.000000,0.000412,0.000461,0.000179,0.000473
1,383,1,15000000,6152,6226,2687,6927,0,100000,150.000000,0.000410,0.000415,0.000179,0.000462
1,384,1,15000000,6197,7344,2667,5643,0,100000,150.000000,0.000413,0.000490,0.000178,0.000376
1,385,1,15000000,6444,6729,3003,6224,0,100000,150.000000,0.000430,0.000449,0.000200,0.000415
1,386,1,15000000,6384,6244,2880,6278,0,100000,150.000000,0.000426,0.000416,0.000192,0.000419
1,387,1,15000000,6468,7202,2850,5769,0,100000,150.000000,0.000431,0.000480,0.000190,0.000385
1,388,1,15000000,5801,6406,2741,5297,0,100000,150.000000,0.000387,0.000427,0.000183,0.000353
1,389,1,15000000,7016,6235,2881,6750,0,100000,150.000000,0.000468,0.000416,0.000192,0.000450
1,390,1,15000000,6308,6033,2655,5667,0,100000,150.000000,0.000421,0.000402,0.000177,0.000378
1,391,1,15000000,6300,6982,2780,5392,0,100000,150.000000,0.000420,0.000465,0.000185,0.000359
1,392,1,15000000,6394,6669,2748,6316,0,100000,150.000000,0.000426,0.000445,0.000183,0.000421
1,393,1,15000000,6758,6545,2831,5845,0,100000,150.000000,0.000451,0.000436,0.000189,0.000390
1,394,1,15000000,6534,6281,2804,5527,0,100000,150.000000,0.000436,0.000419,0.000187,0.000368
1,395,1,15000000,6387,6674,2904,6269,0,100000,150.000000,0.000426,0.000445,0.000194,0.000418
1,396,1,15000000,6089,6145,2803,6150,0,100000,150.000000,0.000406,0.000410,0.000187,0.000410
1,397,1,15000000,6531,6863,2750,5769,0,100000,150.000000,0.000435,0.000458,0.000183,0.000385
1,398,1,15000000,6509,6395,2981,6445,0,100000,150.000000,0.000434,0.000426,0.000199,0.000430
1,399,1,15000000,6529,6795,2688,6193,0,100000,150.000000,0.000435,0.000453,0.000179,0.000413
1,400,1,15000000,5823,6967,2903,5727,0,100000,150.000000,0.000388,0.000464,0.000194,0.000382
1,401,1,15000000,6170,5808,2925,6002,0,100000,150.000000,0.000411,0.000387,0.000195,0.000400
1,402,1,15000000,6001,5987,2803,6716,0,100000,150.000000,0.000400,0.000399,0.000187,0.000448
1,403,1,15000000,6270,6018,2772,5791,0,100000,150.000000,0.000418,0.000401,0.000185,0.000386
1,404,1,15000000,5994,6972,2903,5769,0,100000,150.000000,0.000400,0.000465,0.000194,0.000385
1,405,1,15000000,6047,6587,2920,6686,0,100000,150.000000,0.000403,0.000439,0.000195,0.000446
1,406,1,15000001,6349,5777,2774,5270,0,100000,150.000015,0.000423,0.000385,0.000185,0.000351
1,407,1,14999999,6557,5958,2664,5386,0,100000,149.999985,0.000437,0.000397,0.000178,0.000359
1,408,1,15000000,6577,6744,2904,6616,0,100000,150.000000,0.000438,0.000450,0.000194,0.000441
1,409,1,15000000,6801,6682,2824,5888,0,100000,150.000000,0.000453,0.000445,0.000188,0.000393
